ja,zh
ほわぁ、\n今日はどんなことするんでしょうか？,호와아、\n오늘은 어떤 일 하는 것입니까?
プロデューサーさん、\nどうしたんですか……？,프로듀서씨、\n무슨 일입니까……?
ほわぁ、何をすれば\nいいんですか……？,호와아、무엇을 하면\n좋습니까……?
……ぽかぽかお天気で\n眠くなってきました,…… 따끈따끈한 날씨라\n졸립니다
急にこんなこと……\nどうしてですか……？,갑자기 이런 일……\n어째서입니까……?
ひゃっ！\n……うう、困ります,햣! \n…… 우우、곤란합니다
え……？\nプロデューサーさんが\nこんなことするなんて……,에……? \n프로듀서씨가\n이런 일 하다니……
えっと……ダメです\nプロデューサーさん,엣또…… 안됩니다\n프로듀서씨
プロデューサーさんて、\nそういうことする人\nだったんですか……？,프로듀서씨는、\n그런 일 하는 사람\n이었던 것입니까……?
こんなの…………\n……ショックです,이런 건…………\n…… 쇼크입니다
何かが掴めそうな\n気がしますっ,뭔가를 잡을 수 있을 것 같은 \n생각이 듭니닷
プロデューサーさん！\n今日は何かいいことが\n起きそうっすね！,프로듀서씨!?\n오늘은 뭔가 좋은 일이?\n일어날 것 같슴니다!
おはよーっす！　\nプロデューサーさんも\nごきげんそうっすね！,안녕임니다!? \n프로듀서씨도\n안녕하심다!
さっき、\n面白いことあったんすよ！\nあはは、聞きたいっすか？,조금 전 \n재미있는 일이 있던 거에요!? \n아하하、듣고 싶슴니까?
嫌じゃないんすけど……\n相変わらず意味が\nわかんないっす,싫지는 않지만……? \n변함 없이 의미가\n모르겠슴니다
プロデューサーさんは\n楽しい感じなんすか？\nこれ,프로듀서씨는 \n즐거운 느낌입니까? \n이거
なんか鼓動が\n早くなるんすよね,뭔가 고동이 빨라 집니다
あ！　暇だったり\nするっすか？\nじゃあ一緒に遊ぶっす！,아! 한가하기도 \n하고? 합니까?? \n그러면 함께 노는검니다!
！\n今の刺激ですごいこと\nひらめいたっす！,!? 지금의 자극으로 굉장한 일? 번쩍였슴니다!
プロデューサーさん、\nよく触るっすね\nあはは、触り返すっすよ！,프로듀서씨、? 자주 닿슴니다? 아하하、반대로 손 대요!
プロデューサーさん！\n楽しいこと思いついたっす！\n一緒にやるっすよ,프로듀서씨!? 즐거운 일 생각났슴니다!? 함께 하는 거에요
ワクワクするっす～,두근두근 함니다~
テレビ見るっすよ！\nプロデューサーさん！\n面白そうなのやってるっす！,텔레비젼 보는 거에요!? 프로듀서씨!? 재미있는거 할거 같슴니다!
あ、ちょうどいいとこに来た\nのど乾いたからお水ちょーだい,아、딱 좋을 때 왔어? 목 말랐기 때문에 물 줘
ふふんふーん……\n……あっ！　あんた、\nいつから見てたの！？,후흥흥……? …… 앗! 너、? 언제부터 보고 있었어!?
さーて\n今日もふゆの可愛さで\nみんなメロメロにしてやるわ！,그런데? 오늘도 후유의 귀여움으로? 모두 헤롱헤롱해 주어요!
なんか今日は、いいことがありそうな……,뭔가 오늘은、좋은 일이 있을 듯 한……
……あんたの態度次第で、示談で済ましてあげる,…… 너의 태도 나름으로、합의로 끝내 준다
なにすんのよ！\nこのバカ！　バカ！　……バカ！！,뭐 하는거야!? 이 바보! 바보! …… 바보!!
ふゆなんて、触っても楽しくないでしょ……バカ,후유는、손대도 즐겁지 않지요…… 바보
許すわけないけど、言い訳だけは聞いてあげる,허락할 이유 없지만、변명만은 들어 준다
女の子の体に触るなら、相応の順序ってものがあんでしょ！,여자 아이의 몸에 손댄다면、상응하는 순서라는 것이 있겠죠!
マッサージ？\nあんたがしたいなら、させてあげてもいいけど,맛사지?? 너가 하고 싶으면、시켜 주어도 괜찮지만
ちょっと！\nふゆを放っぽって何してんのよ！,조금!? \n후유를 내팽개치고 뭐하는 거야!
ふゆを待たせるなんて、いい度胸してるわね,후유를 기다리게 하다니 좋은 담력이네요
……どこにいんのよ、バカ……,…… 어디에 있는 것、바보……
流行の結果にあわせて、\nオーディションを受けてみてください♪,유행의 결과에 맞추어、? \n오디션을 받아 봐 주세요♪
……プロデューサー\nちょっとアップしてくる……,…… 프로듀서\n조금 UP된다……
あ、あわわ……\n頭……まっしろ……,아、아와와……\n머리…… 새하얗다……
ああっ……！　緊張で\nどうにかなっちゃいそう……！,아앗……! 긴장으로\n어떻게 되버릴 것 같다…!
あたしにも、できるかなぁ,나도、할 수 있을까나
あーもう、心配で集中できないじゃない……,아─이제、걱정되서 집중 할 수 없잖아……
いいカンジに\nあったまってきた～,좋은 느낌으로\n따뜻해져 왔다~
いつも通り落ち着いてやれば大丈夫……かな,평소대로 침착하게 하면 괜찮아… 일까
うぅー、緊張してきたー！\nねぇねぇちょっと話そうよ！,우우─、긴장된다―!\n네 네 조금 이야기해요!
うう～……ここまで大きいステージは初めてかも……,우우~…… 이처럼 큰 스테이지는 처음일지도……
うちならできる……緊張？\nし、しとらんよ！？,나라면 할수있다… 긴장? \n하、하지 않앙!?
お客さん……ちゃんと、満足してくれるかな……,관객…… 제대로、만족해 줄까나……
お客さん、いなくても\n気にしませんしー……,관객、없어도\n신경쓰지않어―……
お客さん、来てくれるでしょうか……,관객、와 줄까요……
お客さん、来てるのかなー？　どうかなー？,관객、와 있을까나? 어떨까나?
お客さんいっぱい……\nき、緊張する……,관객 가득……\n기、긴장된다……
お客さんが望む、理想の\nアイドルを見せなきゃ……,관객이 바라는、이상적\n아이돌을 보이지 않으면……
お客さんの入りが、多いといいんだけどね……,관객 오는게、많으면 좋지만 말야……
お客さんはチョコみたいに\n甘くはないよね……！,관객은 초콜렛같이\n달콤하지 않지요……!
このスケール、\nちょいヤバくね？,이 스케일、\n조금 위험하지 않아?
さて、そろそろ準備するわ！,그런데、슬슬 준비해요!
そうそうあがったりしないと\n思ってたんだけどな……,그렇게 흥분하거나 하지않는다고\n생각했었는데 말야……
そろそろ出番っすか？,슬슬 차례입니까?
だんだん緊張してきました,점점 긴장이 옵니다
ちゃんとやれるかな……\n普通すぎって思われちゃうかも,제대로 할 수 있을까나……\n너무 평범하다고 생각되어 버릴지도
ちゃんと練習したんだ\nきっと大丈夫……,분명하게 연습한 것이다\n반드시 괜찮아……
ちょっとブルってきたかも……,조금 우울해졌는지도……
できるかどうか、じゃない……\n最善を尽くすしかないわね,할 수 있을지 어떨지、가 아니다……\n최선을 다할수밖에 없네요
どうしたらいいでしょう……\nふ、震えてしまって……,어떻게하면 좋을까요……\n흐、떨려서……
なんかぁ、そわそわしますー……,무엇인가、안절부절합니다―……
なんだかいつもと違うっす,뭔가 평상시와 다름니다
なんだか\nドキドキしてきました……,뭔가\n두근두근 해 왔습니다……
ふう……大丈夫、ふゆならやれる……,후우…… 괜찮아、후유라면 할 수 있다……
ふふ、お客さんにも、素敵な装いの人がいっぱいです,후후、관객도、멋진 복장의 사람이 가득입니다
まだまだ今の私では……\nいえ、なんとかやってみせるわ,아직도 지금의 나로는……\n아니요 어떻게든 해보여요
もうすぐ始まるんだよね。うわーキンチョーしてきたー,이제 곧 시작되는거네요. 으와─긴장된다―
もっとレッスンをしておきたいです,좀 더 레슨을 해두고 싶습니다
やべーな\n緊張してきたぜ……,큰일\n긴장덴다제……
やるっきゃない、よね……！,할 수 밖에 없、지요……!
わ、わたし包帯を……\n巻きなおしてきます……！,나、나 붕대를……\n다시 감아 옵니다……!
わたし、今回の衣装\n好きっす！,나、이번 의상\n좋아함니다!
わーお……これはちょっと\n飲まれちゃいそうかも……,와~…… 이것은 조금\n마셔버리면 안될지도……
パフォーマンス、\nちょっとアレンジしたいっす,퍼포먼스、\n조금 어레인지 하고 싶습니다
ファンのみなさんを……\nがっかりさせないでしょうか,팬 여러분을……\n실망시키지 않을까요
ファンの声援って、最高に気持ちいいの。なんでもできそう！,팬의 성원은、최고로 기분이 좋은거야. 뭐든지 할수 있을것같다!
フェス、やってる……\nどこかに……隠れたい……,페스、하고 있는……\n어디엔가…… 숨고 싶다……
フェスが始まるね！\n心臓バクバクだよー……！,페스가 시작되네요! \n심장이 두근두근이야……!
フェスって、こんなおっきい会場でするんやね……\n,페스는、이런 큰 회장에서 하는 거네……
フェスってめっちゃ面白いの！　さいっこーの気分だわ！,페스는 굉장히 재미있는거야! 훌륭한- 기분이야!
プロデューサーさん、\nちゃんと見てるっすよ,프로듀서씨、\n제대로 보고 있는 거에요
プロデューサーさんが一緒なのできっと大丈夫ですっ,프로듀서씨가 함께인 것으로 반드시 괜찮습니닷
ワクワク、\nだけじゃない感じっす,두근두근、\n뿐이 아닌 느낌임니다
上手くいくか……占ってもいいですか？,능숙하게 될까…… 점쳐도 괜찮습니까?
不安がないと言えば嘘になるわ\nでも、やるしかないのよね,불안이 없다고 말하면 거짓말이죠\n하지만、할 수 밖에 없네요
今日は、途中で失敗せんばい！\nたぶん……,오늘은、도중에 실패하지 않앙!\n아마……
凛世は、ご期待に……\n応えられるでしょうか……,린제는、기대에……\n부응할 수 있을까요……
初めてのお客さんがいたら……ふゆ推しにしちゃうんだから！,처음으로 관객이 있으니까…… 후유 미루어 버리기때문에!
大丈夫でしょうか？\n……少し不安です,괜찮을까요? \n……조금 불안합니다
失敗しないか心配、だけど、\n弱気はよくないよね！,실패하지 않는지 걱정이、하지만、\n무기력은 좋지않지요!
戦う前から弱気になったら\nダメですよね！,싸우기 전부터 무기력이 되면\n안됩니다!
新しい経験だから、少し緊張しているよ……フフ,새로운 경험이니까、조금 긴장하고 있어…… 후후
深呼吸です。すー……はー……,심호흡입니다. 스─…… 하─……
私、大丈夫でしょうか……,나、괜찮을까요……
緊張しないと言ったら、嘘になっちゃいます,긴장하지 않는다고 말하면、거짓말이 되어 버립니다
緊張なんてしてませんよー……\nホントーですからぁ,긴장 같은거 하고 있지 않아요─……\n정말이기 때문에
緊張はすっけど、\nファンの力ってすごいよね～,긴장하지만、\n팬의 힘은 굉장하지요~
貴方さまが、いないと……\nいえ……申し訳ございません,당신이、없으면……\n아니요…… 죄송합니다
貴方さまを、失望させてしまわ\nないか、不安でございます……,당신을、실망시키지\n않을지、불안합니다……
